Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
698325162622999,2 to 14 Years,M.Tech,$61K-$91K,Madrid,Spain,40.4637,-3.7492,Temporary,54999,2022-06-23,Data Engineer,Data Architect,USAJOBS,"A Data Architect designs and manages data infrastructure, ensuring data availability, security, and integrity while aligning data systems with business goals and requirements.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Data architecture design Database management systems Data modeling,Design data architecture and systems to meet business needs. Develop data models and database schemas. Ensure data security and compliance.,General Dynamics,"{""Sector"":""Aerospace and Defense"",""Industry"":""Aerospace & Defense"",""City"":""Reston"",""State"":""Virginia"",""Zip"":""20190"",""Website"":""www.gd.com"",""Ticker"":""GD"",""CEO"":""Phebe N. Novakovic""}"
2389006484567760,3 to 12 Years,BCA,$64K-$108K,Lisbon,Portugal,39.3999,-8.2245,Full-Time,100281,2023-05-05,Data Engineer,Big Data Engineer,Indeed,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Big data technologies (Hadoop, Spark, etc.) Data processing and analysis Distributed computing","Work with large and complex datasets, using technologies like Hadoop and Spark. Develop and maintain big data solutions. Optimize data processing and storage for performance.",Rentokil Initial,"{""Sector"":""Business Services"",""Industry"":""Business Services - Pest Control"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.rentokil-initial.com"",""Ticker"":""RTO.L"",""CEO"":""Andy Ransom""}"
683314319923502,5 to 13 Years,BCA,$61K-$95K,Dublin,Ireland,53.1424,-7.6921,Contract,113364,2022-11-27,Marketing Analyst,Data Analyst,Jobs2Careers,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Equitable Holdings,"{""Sector"":""Insurance"",""Industry"":""Insurance: Life, Health (Stock)"",""City"":""New York"",""State"":""New York"",""Zip"":""10104"",""Website"":""www.equitableholdings.com"",""Ticker"":""EQH"",""CEO"":""Mark Pearson""}"
1748769751195635,2 to 12 Years,B.Com,$56K-$115K,Madrid,Spain,40.4637,-3.7492,Contract,105658,2021-10-28,Product Manager,Technical Product Manager,Stack Overflow Jobs,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills,"Define product requirements, prioritize features, and collaborate with development teams to deliver technical products. Create product roadmaps and release plans. Gather and incorporate feedback from stakeholders.",AES,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""Arlington"",""State"":""Virginia"",""Zip"":""22203"",""Website"":""www.aes.com"",""Ticker"":""AES"",""CEO"":""Andres R. Gluski""}"
2999322474193550,4 to 12 Years,M.Tech,$55K-$91K,Brussels,Belgium,50.5039,4.4699,Intern,79411,2023-02-11,Data Analyst,Data Scientist,Jobs2Careers,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,TAG Immobilien AG,"{""Sector"":""Real Estate"",""Industry"":""Real Estate"",""City"":""Hamburg"",""State"":""Free and Hanseatic City of Hamburg"",""Zip"":""20354"",""Website"":""https://www.tag-ag.com/en/"",""Ticker"":""TAG.DE"",""CEO"":""Thomas Baumgart""}"
1477785457930573,4 to 15 Years,B.Com,$55K-$100K,Brussels,Belgium,50.5039,4.4699,Temporary,78584,2022-12-24,Marketing Analyst,Data Analyst,SimplyHired,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Albemarle,"{""Sector"":""Materials"",""Industry"":""Chemicals"",""City"":""Charlotte"",""State"":""North Carolina"",""Zip"":""28209"",""Website"":""www.albemarle.com"",""Ticker"":""ALB"",""CEO"":""Kent Masters""}"
1811260522288331,3 to 9 Years,B.Tech,$63K-$104K,Warsaw,Poland,51.9194,19.1451,Full-Time,98824,2022-09-25,Data Analyst,Data Scientist,Idealist,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,Fiat Chrysler Automobiles N.V.,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""London, UK"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.fcagroup.com/"",""Ticker"":""FCAU"",""CEO"":""Carlos Tavares""}"
469163594964516,3 to 8 Years,M.Com,$56K-$124K,Amsterdam,Netherlands,52.1326,5.2913,Intern,70568,2022-06-11,Data Analyst,Data Quality Analyst,ZipRecruiter,"Data Quality Analysts ensure the accuracy, completeness, and consistency of data within an organization. They develop and implement data quality standards, perform data validation, and identify and resolve data quality issues to maintain data integrity.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Data quality assessment and improvement Data profiling and validation Knowledge of data quality tools (e.g., Informatica, Talend) Data governance principles SQL for data analysis Attention to detail and data accuracy",Ensure data accuracy and quality by identifying and addressing data issues and anomalies. Establish data quality standards and processes. Collaborate with data stewards to improve data quality.,LPL Financial Holdings,"{""Sector"":""Financial Services"",""Industry"":""Securities"",""City"":""San Diego"",""State"":""California"",""Zip"":""92121"",""Website"":""www.lpl.com"",""Ticker"":""LPLA"",""CEO"":""Dan H. Arnold""}"
2348517798429888,2 to 8 Years,BBA,$60K-$81K,Dublin,Ireland,53.1424,-7.6921,Intern,31684,2022-07-24,Marketing Analyst,Data Analyst,The Muse,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Univar Solutions,"{""Sector"":""Chemicals"",""Industry"":""Wholesalers: Diversified"",""City"":""Downers Grove"",""State"":""Illinois"",""Zip"":""60515"",""Website"":""www.univarsolutions.com"",""Ticker"":""UNVR"",""CEO"":""David C. Jukes""}"
2801108941991006,5 to 13 Years,BBA,$57K-$82K,Paris,France,46.603354,1.888334,Intern,127826,2023-01-01,Product Manager,Technical Product Manager,USAJOBS,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem-solving skills,"Define product requirements, prioritize features, and collaborate with development teams to deliver technical products. Create product roadmaps and release plans. Gather and incorporate feedback from stakeholders.",Albemarle,"{""Sector"":""Materials"",""Industry"":""Chemicals"",""City"":""Charlotte"",""State"":""North Carolina"",""Zip"":""28209"",""Website"":""www.albemarle.com"",""Ticker"":""ALB"",""CEO"":""Kent Masters""}"
2542584808063824,4 to 13 Years,PhD,$58K-$81K,Warsaw,Poland,51.9194,19.1451,Full-Time,87966,2023-08-16,Data Scientist,Data Engineer,Idealist,"Data Engineers design and maintain data pipelines, ensuring data availability and quality for analysis and reporting purposes.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}","Data integration ETL (Extract, Transform, Load) Big data technologies (e.g., Hadoop, Spark) Database management Data warehousing","Design, build, and maintain data pipelines and ETL (Extract, Transform, Load) processes. Ensure data accessibility and availability for analytics and reporting. Collaborate with data scientists and analysts.",Fuchs Petrolub SE,"{""Sector"":""Lubricants"",""Industry"":""Chemicals"",""City"":""Mannheim"",""State"":""Baden-W rttemberg"",""Zip"":""68165"",""Website"":""https://www.fuchs.com/group/"",""Ticker"":""FPE"",""CEO"":""Stefan Fuchs""}"
1730136781726290,4 to 11 Years,B.Com,$61K-$91K,Berlin,Germany,51.1657,10.4515,Intern,123849,2023-04-25,Marketing Analyst,Data Analyst,Jobs2Careers,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Newcrest Mining,"{""Sector"":""Mining and Metals"",""Industry"":""Mining"",""City"":""Melbourne"",""State"":""VIC"",""Zip"":""3000"",""Website"":""https://www.newcrest.com.au/"",""Ticker"":""NCM"",""CEO"":""Sandeep Biswas""}"
2123948606327917,5 to 10 Years,B.Com,$61K-$130K,Warsaw,Poland,51.9194,19.1451,Temporary,106284,2023-07-17,Research Analyst,Data Analyst Researcher,Jobs2Careers,A Data Analyst Researcher conducts research and analysis using data to support academic or scientific inquiries. They contribute to research projects and publish findings.,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail","Focus on data analysis, data mining, and statistical analysis to extract insights from large datasets. Develop data models and visualizations. Collaborate with data scientists and analysts.",PepsiCo,"{""Sector"":""Food and Beverage"",""Industry"":""Food Consumer Products"",""City"":""Purchase"",""State"":""New York"",""Zip"":""10577"",""Website"":""www.pepsico.com"",""Ticker"":""PEP"",""CEO"":""Ramon L. Laguarta""}"
2293398602225962,1 to 9 Years,BBA,$61K-$103K,Brussels,Belgium,50.5039,4.4699,Part-Time,26234,2022-11-05,Data Analyst,Data Scientist,ZipRecruiter,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,HDFC Asset Management Company,"{""Sector"":""Financial Services"",""Industry"":""Financial Services"",""City"":""Mumbai"",""State"":""MH"",""Zip"":""400051"",""Website"":""www.hdfcfund.com"",""Ticker"":""HDFCAM"",""CEO"":""Milind Barve""}"
1711421027759365,4 to 13 Years,PhD,$62K-$129K,Dublin,Ireland,53.1424,-7.6921,Part-Time,71258,2021-10-20,Marketing Analyst,Data Analyst,CareerBuilder,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Sun TV Network,"{""Sector"":""Media & Entertainment"",""Industry"":""Media and Entertainment"",""City"":""Chennai"",""State"":""TN"",""Zip"":""600 032"",""Website"":""www.suntv.in"",""Ticker"":""SUNTV"",""CEO"":""Kalanithi Maran""}"
502526254475420,0 to 10 Years,MCA,$60K-$118K,Warsaw,Poland,51.9194,19.1451,Temporary,120770,2022-12-09,Data Analyst,Business Intelligence Analyst,The Muse,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Data analysis and visualization tools (e.g., Tableau, Power BI) SQL and database querying Business intelligence concepts Data modeling and reporting Strong analytical and problem-solving skills Data-driven decision-making",Gather and analyze data to provide insights for decision-making using tools like Tableau or Power BI. Create data visualizations and reports. Identify trends and patterns in data.,WEC Energy Group,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""Milwaukee"",""State"":""Wisconsin"",""Zip"":""53203"",""Website"":""www.wecenergygroup.com"",""Ticker"":""WEC"",""CEO"":""Scott J. Lauber""}"
1814340071316486,0 to 13 Years,BA,$64K-$117K,Brussels,Belgium,50.5039,4.4699,Part-Time,123664,2021-11-08,Data Analyst,Business Intelligence Analyst,Monster,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Data analysis and visualization tools (e.g., Tableau, Power BI) SQL and database querying Business intelligence concepts Data modeling and reporting Strong analytical and problem-solving skills Data-driven decision-making",Gather and analyze data to provide insights for decision-making using tools like Tableau or Power BI. Create data visualizations and reports. Identify trends and patterns in data.,Rio Tinto,"{""Sector"":""Mining and Metals"",""Industry"":""Mining"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.riotinto.com"",""Ticker"":""RIO.L"",""CEO"":""Jakob Stausholm""}"
775702129625058,5 to 12 Years,M.Tech,$55K-$112K,Berlin,Germany,51.1657,10.4515,Full-Time,21221,2022-10-03,Marketing Analyst,Data Analyst,LinkedIn,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Cummins,"{""Sector"":""Industrial"",""Industry"":""Industrial Machinery"",""City"":""Columbus"",""State"":""Indiana"",""Zip"":""47201"",""Website"":""www.cummins.com"",""Ticker"":""CMI"",""CEO"":""Jennifer Rumsey""}"
1977893590456329,5 to 9 Years,BBA,$56K-$122K,Amsterdam,Netherlands,52.1326,5.2913,Part-Time,130019,2022-08-04,Marketing Analyst,Data Analyst,Stack Overflow Jobs,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Weir Group,"{""Sector"":""Engineering"",""Industry"":""Engineering/Industrial Equipment"",""City"":""Glasgow"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.global.weir"",""Ticker"":""WEIR.L"",""CEO"":""Jon Stanton""}"
1135430451996038,5 to 9 Years,B.Com,$65K-$92K,Paris,France,46.603354,1.888334,Contract,77117,2021-09-19,Data Analyst,Business Intelligence Analyst,FlexJobs,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Data analysis and visualization tools (e.g., Tableau, Power BI) SQL and database querying Business intelligence concepts Data modeling and reporting Strong analytical and problem-solving skills Data-driven decision-making",Gather and analyze data to provide insights for decision-making using tools like Tableau or Power BI. Create data visualizations and reports. Identify trends and patterns in data.,ARKO,"{""Sector"":""Energy"",""Industry"":""Specialty Retailers: Other"",""City"":""Richmond"",""State"":""Virginia"",""Zip"":""23227"",""Website"":""www.arkocorp.com"",""Ticker"":""ARKO"",""CEO"":""Arie Kotler""}"
