Candidate ID,Experience,Qualifications,Skills,Prior Job Title
CAND-023,6 Years,BA Sociology,"UX Research, Communication, Scrum, Salesforce, AI, Product Strategy",Technical Product Manager
CAND-024,7 Years,M.Tech Computer Science,"Power BI, Team Leadership, Product Design, JIRA, Data Analytics, Roadmapping, Agile",Product Manager
CAND-025,1 Years,BA Sociology,"JIRA, A/B Testing, Collaboration, Roadmapping, Google Analytics, Product Design",Operations Manager
CAND-026,9 Years,B.Tech Computer Science,"Confluence, Stakeholder Management, Customer Research, Data Analysis, Artificial Intelligence, Product Management, Market Research, UX Research",Senior Product Manager
CAND-027,14 Years,M.Sc Data Science,"Data Analysis, Confluence, Salesforce, Stakeholder Management, Google Analytics, Artificial Intelligence, Product Design, Roadmapping",Product Manager
CAND-028,4 Years,BA Fine Arts,"Google Analytics, Customer Research, Public Speaking, Salesforce",UX Designer
CAND-029,4 Years,B.Sc Computer Science,"Negotiation, Product Strategy, Agile, Business Intelligence, Public Speaking, Tableau, Salesforce",UX Designer
CAND-030,15 Years,MBA,"Power BI, Google Analytics, AI, Public Speaking, Communication, Market Research, Product Design, Roadmapping",Product Manager
CAND-031,14 Years,M.Sc Data Science,"JIRA, Confluence, Salesforce, Product Strategy, SQL, Artificial Intelligence, Team Leadership, Scrum",Product Manager
CAND-032,12 Years,M.Sc Data Science,"Salesforce, Data Analytics, Scrum, Communication, Product Design",Senior Product Manager
CAND-033,9 Years,M.Tech Computer Science,"Project Management, Market Research, Statistics, Google Analytics, Data Analysis, Collaboration, UX Research",Product Manager
CAND-034,3 Years,Diploma in Culinary Arts,"Salesforce, Confluence, UX Research, Stakeholder Management",Business Analyst
CAND-035,7 Years,MBA Business Administration,"AI, Negotiation, Salesforce, Stakeholder Management, SQL, A/B Testing, Product Strategy",Group Product Manager
CAND-036,7 Years,B.A. Literature,"Confluence, UX Research",Sales Executive
CAND-037,2 Years,Diploma in Culinary Arts,"Product Strategy, Google Analytics, Public Speaking, Data Science, Communication, Customer Research",Software Engineer
CAND-038,1 Years,Bachelor of Hospitality Management,"Customer Research, Confluence, Roadmapping, Project Management, JIRA",Data Analyst
CAND-039,3 Years,B.A. Literature,"Google Analytics, Power BI, Salesforce, Market Research",UX Designer
CAND-040,7 Years,B.Com Economics,"Scrum, Product Strategy, A/B Testing, Data Analysis, Data Science, Stakeholder Management",Senior Product Manager
CAND-041,8 Years,B.Sc Computer Science,"Data Analysis, Customer Research, Scrum, Machine Learning, Salesforce, Team Leadership, Product Strategy",Technical Product Manager
CAND-042,3 Years,B.Sc Mathematics,"JIRA, Negotiation, Project Management, Artificial Intelligence",Data Scientist
CAND-043,4 Years,Bachelor of Hospitality Management,"Salesforce, Google Analytics",Data Analyst
CAND-044,2 Years,B.Tech Computer Science,"Customer Research, Statistics, Negotiation, Market Research, Power BI",Software Engineer
CAND-045,15 Years,B.Sc Computer Science,"Negotiation, UX Research, Customer Research, Artificial Intelligence, Product Management, Python, A/B Testing",Technical Product Manager
CAND-046,0 Years,MBA Business Administration,"Salesforce, Communication, JIRA, Public Speaking",Group Product Manager
CAND-047,6 Years,M.Sc Statistics,"UX Research, AI, Scrum, Google Analytics, Product Management, Salesforce, Collaboration",Sales Executive
CAND-048,15 Years,B.Eng Industrial Engineering,"SQL, Customer Research, JIRA, Data Analytics, Project Management",Customer Success Manager
CAND-049,3 Years,B.A. History,"Power BI, Confluence, Roadmapping, Communication, Agile, Customer Research, Data Analytics",Customer Success Manager
CAND-050,4 Years,B.A. History,"Roadmapping, Agile, Google Analytics",Operations Manager
CAND-051,4 Years,Bachelor of Hospitality Management,"Google Analytics, Communication, Roadmapping",Sales Executive
CAND-052,12 Years,B.Sc Physics,"Customer Research, Google Analytics, Public Speaking, Data Analysis, Artificial Intelligence, Team Leadership, Salesforce, Product Management",Technical Product Manager
CAND-053,5 Years,B.Com Economics,"Python, AI, Team Leadership, Product Strategy, Agile, Negotiation",Product Manager
CAND-054,5 Years,Diploma in Culinary Arts,"Project Management, Public Speaking, Data Analysis, Negotiation, Roadmapping",Data Analyst
CAND-055,9 Years,B.A. Literature,"Statistics, Collaboration, Google Analytics, A/B Testing, Data Analysis",Operations Manager
CAND-056,8 Years,M.A. Economics,"UX Research, Product Design, Market Research, Power BI",Project Coordinator
CAND-057,0 Years,Bachelor of Hospitality Management,"Roadmapping, Confluence, Scrum, UX Research, Product Design",Marketing Manager
CAND-058,7 Years,B.Sc Computer Science,"Product Design, Statistics, Salesforce, Python, Stakeholder Management, Customer Research",Group Product Manager
CAND-059,11 Years,M.Tech Computer Science,"Python, Team Leadership, Confluence, Product Strategy, Salesforce, Data Science",Technical Product Manager
CAND-060,4 Years,M.Sc Statistics,"Project Management, Agile, Team Leadership, Google Analytics",Project Coordinator
CAND-061,5 Years,MBA,"Power BI, Salesforce, Roadmapping, Confluence, Product Strategy",Associate Product Manager
CAND-062,12 Years,M.Sc Statistics,"Salesforce, Roadmapping, ML, Scrum, Communication, Product Strategy, JIRA",Sales Executive
CAND-063,9 Years,B.Sc Physics,"Data Analytics, Negotiation, Customer Research, Market Research, Data Analysis, Product Strategy, Team Leadership",Product Manager
CAND-064,5 Years,Diploma in Culinary Arts,"Agile, Communication, Product Design, Roadmapping, Scrum, A/B Testing",Software Engineer
CAND-065,0 Years,B.Com Economics,"JIRA, A/B Testing, Customer Research, Artificial Intelligence, Excel, Confluence",Technical Product Manager
CAND-066,6 Years,M.Tech Computer Science,"Public Speaking, Python, Negotiation, Confluence, Product Management",Senior Product Manager
CAND-067,5 Years,M.A. Economics,"Public Speaking, Market Research, Agile, Project Management, Statistics",Operations Manager
CAND-068,8 Years,M.A. Economics,"Customer Research, Salesforce, Roadmapping, Power BI, Product Management, Team Leadership",Group Product Manager
CAND-069,10 Years,MBA,"Google Analytics, Agile, Business Intelligence, Project Management, Communication, SQL, Scrum, A/B Testing",Sales Executive
CAND-070,10 Years,Diploma in Information Technology,"AI, SQL, Agile, Team Leadership, Product Strategy, Scrum, Customer Research",Product Manager
CAND-071,5 Years,Diploma in Culinary Arts,"JIRA, Business Intelligence, Communication, Product Management, Scrum",Customer Success Manager
CAND-072,13 Years,B.Sc Computer Science,"Salesforce, A/B Testing, Project Management, Machine Learning, Customer Research, Collaboration, Scrum, Data Analysis",Product Manager
CAND-073,15 Years,B.Sc Physics,"AI, A/B Testing, Roadmapping",Senior Product Manager
CAND-074,7 Years,M.Sc Data Science,"Product Management, Google Analytics, Stakeholder Management, SQL, Salesforce",Project Coordinator
CAND-075,6 Years,M.A. Economics,"Machine Learning, Agile, Project Management, Customer Research, Communication",Data Engineer
CAND-076,2 Years,BA Sociology,"Confluence, JIRA, Negotiation",Senior Product Manager
CAND-077,12 Years,B.Sc Computer Science,"Business Intelligence, Market Research, Team Leadership, Negotiation, SQL, Confluence, Product Management, Scrum",Technical Product Manager
CAND-078,5 Years,B.Com Economics,"Artificial Intelligence, Google Analytics, Collaboration, Salesforce, Confluence, Power BI, Market Research",Marketing Manager
CAND-079,1 Years,M.Sc Statistics,"Market Research, Tableau, Salesforce, Agile, Product Design, Stakeholder Management, Statistics",Operations Manager
CAND-080,13 Years,B.Sc Physics,"SQL, Salesforce, Public Speaking, Market Research, AI, Stakeholder Management, Negotiation, Product Strategy",Product Manager
CAND-081,11 Years,Diploma in Culinary Arts,"Roadmapping, Customer Research, Product Design, Communication, Negotiation",Technical Product Manager
CAND-082,4 Years,M.Eng Software Engineering,"Product Strategy, UX Research, A/B Testing, Stakeholder Management, Negotiation",Technical Product Manager
CAND-083,4 Years,MBA,"Data Science, Salesforce, Excel, Product Design, JIRA, Confluence, Customer Research",Associate Product Manager
CAND-084,4 Years,Diploma in Information Technology,"SQL, Roadmapping, A/B Testing, Communication, Confluence",Operations Manager
CAND-085,6 Years,B.Sc Mathematics,"Negotiation, Public Speaking, Data Analytics, Product Design, UX Research, Collaboration, Salesforce, Power BI",Sales Executive
CAND-086,10 Years,BA Fine Arts,"UX Research, Power BI, Business Intelligence, Market Research, Scrum, Collaboration",Marketing Manager
CAND-087,5 Years,B.Sc Mathematics,"Communication, A/B Testing, Roadmapping, Public Speaking, Data Analytics",Operations Manager
CAND-088,14 Years,MBA,"Product Strategy, Negotiation, JIRA, A/B Testing, Market Research, SQL, Team Leadership, ML",Technical Product Manager
CAND-089,5 Years,B.Eng Industrial Engineering,"JIRA, Agile, Stakeholder Management, Machine Learning, Product Strategy, Confluence, Data Analysis, Negotiation",Associate Product Manager
CAND-090,0 Years,B.A. Literature,"Product Design, Business Intelligence, Excel, Communication, Public Speaking, Confluence",Customer Success Manager
CAND-091,7 Years,B.Tech Computer Science,"Customer Research, UX Research, Business Intelligence, Salesforce, Public Speaking",Data Scientist
CAND-092,3 Years,M.Eng Software Engineering,"Data Analytics, Roadmapping, Scrum, JIRA, Negotiation, Power BI, Project Management",Associate Product Manager
CAND-093,8 Years,M.A. Economics,"Customer Research, Data Analytics, Communication, Agile, Public Speaking, Product Design",Data Engineer
CAND-094,6 Years,MBA,"Negotiation, Python, JIRA, Stakeholder Management, Statistics, Product Strategy",Associate Product Manager
CAND-095,1 Years,Bachelor of Hospitality Management,"Negotiation, Product Design, Customer Research",Project Coordinator
CAND-096,7 Years,B.Eng Industrial Engineering,"Roadmapping, Customer Research, Agile, AI, Project Management, Data Analysis, Scrum",Sales Executive
CAND-097,12 Years,B.Com Economics,"Negotiation, Roadmapping, ML, Stakeholder Management, Product Design, Public Speaking, Data Analysis, Salesforce",Customer Success Manager
CAND-098,7 Years,Diploma in Information Technology,"Agile, Negotiation, Project Management, Data Analysis, Confluence, AI, Stakeholder Management",Group Product Manager
CAND-099,2 Years,M.Tech Computer Science,"UX Research, Scrum, Business Intelligence, Data Analysis, A/B Testing, Stakeholder Management, Public Speaking",Group Product Manager
CAND-100,9 Years,B.Sc Physics,"UX Research, JIRA, Market Research, Scrum, Team Leadership, ML",Senior Product Manager
CAND-101,9 Years,B.Sc Physics,"AI, Market Research, Product Management, Agile, Data Analysis, Team Leadership",Group Product Manager
CAND-102,6 Years,BA Fine Arts,"Negotiation, Communication, Salesforce",Sales Executive
CAND-103,3 Years,Diploma in Information Technology,"Confluence, Product Management, Negotiation, Statistics, Communication, Tableau",Product Manager
CAND-104,13 Years,B.Sc Mathematics,"Artificial Intelligence, JIRA, Salesforce, Project Management, Excel, Customer Research, Collaboration, Public Speaking",Technical Product Manager
CAND-105,11 Years,B.Sc Computer Science,"Artificial Intelligence, Google Analytics, Communication, Project Management, Public Speaking",Associate Product Manager
CAND-106,11 Years,B.A. Literature,"Excel, JIRA, Communication, Public Speaking, Market Research",Associate Product Manager
CAND-107,12 Years,B.Eng Industrial Engineering,"ML, Scrum, Team Leadership, Public Speaking, A/B Testing, Product Management, Market Research, Data Analysis",Associate Product Manager
CAND-108,10 Years,Diploma in Information Technology,"Confluence, Market Research, Public Speaking, Product Management, Collaboration, UX Research",Group Product Manager
CAND-109,7 Years,Diploma in Information Technology,"UX Research, Data Science, JIRA, Roadmapping, Negotiation, SQL",Product Manager
CAND-110,12 Years,Diploma in Information Technology,"JIRA, Negotiation, Product Management, ML, UX Research, Power BI, Collaboration",Group Product Manager
CAND-111,2 Years,BA Sociology,"Salesforce, Collaboration, Public Speaking",Project Coordinator
CAND-112,3 Years,B.A. Literature,"JIRA, Product Design, Public Speaking, A/B Testing, ML, Roadmapping",Operations Manager
CAND-113,8 Years,Bachelor of Hospitality Management,"Agile, Python, Collaboration, Product Strategy, Salesforce, Artificial Intelligence, Market Research",Product Manager
CAND-114,9 Years,B.Sc Computer Science,"Business Intelligence, Product Management, JIRA, A/B Testing, Communication",Data Analyst
CAND-115,3 Years,M.Tech Computer Science,"Customer Research, Scrum, Project Management, ML, Tableau, Stakeholder Management, UX Research, Salesforce",Customer Success Manager
CAND-116,5 Years,M.Sc Data Science,"Stakeholder Management, Product Strategy, Public Speaking, Roadmapping",Business Analyst
CAND-117,7 Years,B.A. Literature,"Salesforce, Power BI, Agile, UX Research, JIRA",Data Scientist
CAND-118,6 Years,B.Tech Computer Science,"Excel, UX Research, Product Design, Negotiation, Agile, Team Leadership, Artificial Intelligence",Project Coordinator
CAND-119,14 Years,B.Com Economics,"Market Research, A/B Testing, Scrum, Excel, Communication, Product Strategy",Project Coordinator
CAND-120,7 Years,Diploma in Information Technology,"Communication, Public Speaking, Tableau, Market Research, Data Analytics, Project Management",Technical Product Manager
CAND-121,9 Years,M.Sc Data Science,"Project Management, Negotiation, A/B Testing, ML, Stakeholder Management, JIRA, UX Research, SQL",Senior Product Manager
CAND-122,6 Years,B.Eng Industrial Engineering,"Stakeholder Management, Data Analysis, Confluence, Public Speaking, UX Research, Data Analytics",UX Designer
CAND-123,13 Years,MBA,"SQL, Team Leadership, Product Strategy, JIRA, Business Intelligence, Public Speaking, Market Research, Scrum",Associate Product Manager
CAND-124,14 Years,B.Sc Computer Science,"Power BI, ML, Roadmapping, Project Management, Agile, Stakeholder Management",Associate Product Manager
CAND-125,4 Years,BA Sociology,"Public Speaking, Confluence, Customer Research, Excel, Salesforce",Software Engineer
CAND-126,12 Years,B.Sc Mathematics,"JIRA, Product Management, Team Leadership, Python, Business Intelligence, Confluence, Roadmapping, Customer Research",Associate Product Manager
CAND-127,14 Years,M.Eng Software Engineering,"Confluence, Product Strategy, Customer Research, AI, Python, Agile, Collaboration",Group Product Manager
CAND-128,4 Years,BA Sociology,"Public Speaking, Product Design, Scrum, A/B Testing, Collaboration",Business Analyst
CAND-129,1 Years,Diploma in Culinary Arts,"Data Analytics, Market Research, A/B Testing, Confluence",Business Analyst
CAND-130,0 Years,B.Sc Mathematics,"Scrum, Negotiation, Customer Research, Product Design, Agile",Data Engineer
CAND-131,8 Years,B.Tech Computer Science,"Product Strategy, Team Leadership, Negotiation, ML, Python, Salesforce",Senior Product Manager
CAND-132,0 Years,BA Sociology,"Collaboration, SQL, Customer Research, Public Speaking, Product Strategy, Confluence, Roadmapping, Machine Learning",UX Designer
CAND-133,0 Years,BA Fine Arts,"SQL, Customer Research, Data Analytics, Project Management, A/B Testing",Project Coordinator
CAND-134,12 Years,B.Eng Industrial Engineering,"Agile, Product Management, Public Speaking, Collaboration, Excel, Data Analytics",Technical Product Manager
CAND-135,3 Years,BA Fine Arts,"Negotiation, Collaboration, Business Intelligence, Customer Research",Business Analyst
CAND-136,9 Years,M.Eng Software Engineering,"Artificial Intelligence, Scrum, Communication, Market Research, Product Management, Customer Research, SQL",Product Manager
CAND-137,4 Years,Diploma in Culinary Arts,"Agile, A/B Testing, Salesforce, Negotiation",Data Scientist
CAND-138,9 Years,B.Eng Industrial Engineering,"Public Speaking, Team Leadership, Python, Confluence, AI, Project Management",Data Scientist
CAND-139,10 Years,MBA,"Product Management, Market Research, Agile, JIRA, Excel",Sales Executive
CAND-140,12 Years,M.Sc Statistics,"Statistics, Product Management, UX Research, Power BI, JIRA",UX Designer
CAND-141,8 Years,BA Sociology,"Product Design, Agile, Customer Research, Roadmapping, Team Leadership, Artificial Intelligence, Excel, Confluence",Operations Manager
CAND-142,7 Years,M.Tech Computer Science,"Google Analytics, Product Design, Salesforce, Python, Team Leadership, Negotiation, ML, Roadmapping",Software Engineer
CAND-143,4 Years,Bachelor of Hospitality Management,"Salesforce, Market Research, Communication, Roadmapping, Confluence",Business Analyst
CAND-144,4 Years,B.A. Literature,"Customer Research, Agile",Software Engineer
CAND-145,9 Years,M.A. Economics,"Business Intelligence, Public Speaking, Product Strategy, Salesforce, Data Analysis, JIRA, Stakeholder Management",Associate Product Manager
CAND-146,0 Years,B.Eng Industrial Engineering,"Negotiation, Project Management, Google Analytics, ML, SQL",Associate Product Manager
CAND-147,1 Years,B.Sc Mathematics,"Confluence, Artificial Intelligence, Google Analytics, Collaboration, Agile",Group Product Manager
CAND-148,3 Years,M.Sc Statistics,"A/B Testing, Stakeholder Management, SQL, Data Science, UX Research, JIRA",Product Manager
CAND-149,9 Years,B.Tech Computer Science,"Power BI, Statistics, JIRA, UX Research, Confluence, Product Management",Customer Success Manager
CAND-150,1 Years,BA Fine Arts,"Collaboration, A/B Testing, Negotiation, Excel, Salesforce, Public Speaking",Business Analyst
CAND-151,1 Years,M.Eng Software Engineering,"UX Research, Data Analysis, Public Speaking, Product Strategy",Software Engineer
CAND-152,5 Years,Bachelor of Hospitality Management,"Negotiation, Confluence, Agile, Project Management, Team Leadership, Scrum",Sales Executive
CAND-153,5 Years,Diploma in Information Technology,"Product Design, Salesforce, Stakeholder Management, Google Analytics, Business Intelligence, Agile",Associate Product Manager
CAND-154,6 Years,M.Eng Software Engineering,"Confluence, Product Strategy, Data Analysis, Customer Research, A/B Testing, AI",Product Manager
CAND-155,6 Years,B.Sc Physics,"Collaboration, Data Analytics, UX Research, Product Strategy, Negotiation, Market Research",Sales Executive
CAND-156,2 Years,B.Sc Mathematics,"Python, Collaboration, Product Strategy, Roadmapping, Google Analytics, UX Research, A/B Testing, Data Science",Data Engineer
CAND-157,1 Years,B.A. History,"Stakeholder Management, Machine Learning, UX Research, JIRA, Project Management, Customer Research, Excel",Associate Product Manager
CAND-158,4 Years,Diploma in Culinary Arts,"Market Research, UX Research, Statistics, Collaboration",UX Designer
CAND-159,5 Years,M.Eng Software Engineering,"Product Management, Public Speaking, Team Leadership, Google Analytics",Group Product Manager
CAND-160,0 Years,Diploma in Culinary Arts,"Negotiation, Scrum, Product Design",Group Product Manager
CAND-161,5 Years,M.Eng Software Engineering,"Google Analytics, Product Management, Salesforce, JIRA, Excel, Artificial Intelligence, Stakeholder Management, Scrum",Data Analyst
CAND-162,5 Years,B.Sc Physics,"Market Research, SQL, Machine Learning, Communication, Google Analytics, JIRA, Salesforce",Software Engineer
CAND-163,7 Years,B.A. Literature,"Communication, Market Research, Roadmapping, Product Strategy, Data Science",Project Coordinator
CAND-164,8 Years,Diploma in Information Technology,"Stakeholder Management, Tableau, Public Speaking, Negotiation, JIRA, Product Design",UX Designer
CAND-165,2 Years,B.Sc Mathematics,"Project Management, Negotiation, Scrum, SQL, ML, JIRA, Roadmapping",Data Scientist
CAND-166,7 Years,B.A. History,"Market Research, Collaboration, UX Research",Data Engineer
CAND-167,10 Years,B.Sc Computer Science,"Market Research, Team Leadership, Artificial Intelligence, Product Strategy, Agile, Python",Group Product Manager
CAND-168,9 Years,B.Eng Industrial Engineering,"Team Leadership, Public Speaking, Product Management, ML, Roadmapping",Group Product Manager
CAND-169,2 Years,BA Fine Arts,"UX Research, Business Intelligence, Salesforce",Marketing Manager
CAND-170,7 Years,B.Sc Mathematics,"ML, Team Leadership, Google Analytics, Confluence, Product Design, Customer Research, Data Analysis",Senior Product Manager
CAND-171,3 Years,B.Sc Mathematics,"JIRA, SQL, A/B Testing, Product Strategy, Statistics, Google Analytics, Scrum",Software Engineer
CAND-172,4 Years,B.Com Economics,"Statistics, Project Management, JIRA, Tableau, Stakeholder Management, UX Research",Product Manager
CAND-173,11 Years,M.A. Economics,"Project Management, Roadmapping, Tableau, Team Leadership, Scrum, JIRA, Machine Learning, A/B Testing",Senior Product Manager
CAND-174,7 Years,B.Sc Mathematics,"Team Leadership, Product Management, Data Analysis, Public Speaking, Data Analytics, Agile",Group Product Manager
CAND-175,1 Years,B.A. History,"Public Speaking, Agile, Product Design, Scrum",Customer Success Manager
CAND-176,14 Years,M.Tech Computer Science,"Salesforce, Agile, Data Science, Product Design, Communication, SQL, Negotiation",Senior Product Manager
CAND-177,12 Years,MBA,"Customer Research, Collaboration, SQL, Scrum",Product Manager
CAND-178,2 Years,BA Fine Arts,"Customer Research, Salesforce, Power BI, Confluence",Customer Success Manager
CAND-179,2 Years,Diploma in Culinary Arts,"Power BI, Scrum, Agile",Data Analyst
CAND-180,6 Years,BA Fine Arts,"Product Management, A/B Testing, Google Analytics, Data Analytics, JIRA, Team Leadership",Technical Product Manager
CAND-181,11 Years,MBA Business Administration,"Market Research, Product Strategy, Google Analytics, Data Analysis, Team Leadership",Senior Product Manager
CAND-182,11 Years,M.Sc Data Science,"ML, Negotiation, Public Speaking, Product Management, JIRA, Customer Research",Group Product Manager
CAND-183,6 Years,M.Eng Software Engineering,"Confluence, Statistics, Product Design, Roadmapping, Negotiation",Operations Manager
CAND-184,3 Years,B.A. History,"Confluence, Data Analysis, A/B Testing, Agile, Salesforce",UX Designer
CAND-185,7 Years,B.Sc Computer Science,"Roadmapping, Collaboration, Public Speaking, Product Strategy, Python, Data Science",Group Product Manager
CAND-186,8 Years,B.Tech Computer Science,"A/B Testing, Market Research, AI, UX Research, Data Analysis, Team Leadership, Product Management",Group Product Manager
CAND-187,11 Years,BA Sociology,"Python, Google Analytics, Collaboration, Salesforce, Product Strategy",Senior Product Manager
CAND-188,9 Years,MBA,"SQL, UX Research, Roadmapping, Product Management, Collaboration",Technical Product Manager
CAND-189,1 Years,Bachelor of Hospitality Management,"Negotiation, Public Speaking, Customer Research, Collaboration, Roadmapping",Business Analyst
CAND-190,9 Years,MBA,"Product Strategy, ML, Stakeholder Management, Python, Negotiation, Google Analytics, UX Research, JIRA",Senior Product Manager
CAND-191,10 Years,B.A. History,"Customer Research, Product Design, ML, Team Leadership, Scrum, Data Analysis",Technical Product Manager
CAND-192,0 Years,B.Eng Industrial Engineering,"Team Leadership, Business Intelligence, JIRA, Market Research, Tableau",Associate Product Manager
CAND-193,14 Years,M.Eng Software Engineering,"Product Design, A/B Testing, Confluence, Collaboration, Excel, Data Analytics",Group Product Manager
CAND-194,7 Years,B.A. History,"Public Speaking, Customer Research, Scrum",Data Scientist
CAND-195,5 Years,B.A. Literature,"Project Management, Google Analytics, JIRA, Communication, Power BI, ML, Agile",Technical Product Manager
CAND-196,1 Years,B.Sc Mathematics,"A/B Testing, JIRA, ML, Collaboration, Product Strategy",Technical Product Manager
CAND-197,8 Years,M.Sc Data Science,"Data Analytics, Python, Market Research, Confluence, Product Management, Communication",Data Analyst
CAND-198,12 Years,B.Sc Mathematics,"Public Speaking, Salesforce, Confluence, Statistics, Google Analytics, Project Management, Collaboration, Python",Marketing Manager
CAND-199,8 Years,B.Tech Computer Science,"Confluence, Stakeholder Management, Project Management, Google Analytics, Market Research, Machine Learning, Agile",Project Coordinator
CAND-200,5 Years,B.Com Economics,"Tableau, ML, Salesforce, Collaboration, Product Strategy, JIRA, Market Research",UX Designer
CAND-201,7 Years,M.Tech Computer Science,"Google Analytics, Public Speaking, SQL, Collaboration, Product Strategy, Data Analytics",Software Engineer
CAND-202,11 Years,B.A. History,"ML, Product Design, Roadmapping, Market Research, Tableau, Google Analytics",Operations Manager
CAND-203,4 Years,MBA,"Stakeholder Management, Public Speaking, Negotiation, AI, Product Strategy, Scrum, Agile, Tableau",Business Analyst
CAND-204,7 Years,M.Sc Statistics,"Agile, Customer Research, Communication, Product Strategy, SQL, Statistics, UX Research",Technical Product Manager
CAND-205,15 Years,M.Eng Software Engineering,"Public Speaking, A/B Testing, Data Science, Customer Research, Communication, Confluence, SQL, Product Strategy",Associate Product Manager
CAND-206,0 Years,B.A. History,"UX Research, Google Analytics, Communication, Data Analytics, Public Speaking, Scrum",Sales Executive
CAND-207,11 Years,Diploma in Information Technology,"Project Management, Excel, Market Research, Artificial Intelligence, JIRA",Marketing Manager
CAND-208,11 Years,B.Com Economics,"Artificial Intelligence, Scrum, Confluence, Market Research, Stakeholder Management, Google Analytics, Product Management, SQL",Technical Product Manager
CAND-209,9 Years,M.Sc Data Science,"SQL, Data Science, Stakeholder Management, Product Strategy, A/B Testing, Salesforce, UX Research",Data Engineer
CAND-210,6 Years,B.Eng Industrial Engineering,"Data Analysis, Salesforce, Collaboration, Customer Research, Product Strategy, JIRA",Group Product Manager
CAND-211,7 Years,M.Eng Software Engineering,"Scrum, Google Analytics, Project Management, Stakeholder Management, Confluence, Market Research, Artificial Intelligence",Business Analyst
CAND-212,4 Years,M.Tech Computer Science,"Product Design, JIRA, Scrum, Market Research",Data Engineer
CAND-213,5 Years,MBA,"Google Analytics, Communication, UX Research, Product Strategy, A/B Testing, Excel",Senior Product Manager
CAND-214,5 Years,MBA,"Collaboration, Power BI, Confluence, Product Design, JIRA, UX Research, Agile",Data Engineer
CAND-215,11 Years,MBA,"Business Intelligence, Stakeholder Management, Confluence, JIRA, SQL, Google Analytics, Salesforce, Product Strategy",Project Coordinator
CAND-216,6 Years,M.Tech Computer Science,"Project Management, Negotiation, Team Leadership, Public Speaking, Scrum, SQL, Data Science",Project Coordinator
CAND-217,11 Years,MBA,"Market Research, Product Management, Machine Learning, SQL, Team Leadership, Customer Research",Associate Product Manager
CAND-218,6 Years,MBA,"Agile, Excel, Team Leadership, Product Design, AI, Market Research, JIRA, Salesforce",Senior Product Manager
CAND-219,13 Years,BA Fine Arts,"AI, Communication, Customer Research, Negotiation, Google Analytics, Scrum",Customer Success Manager
CAND-220,7 Years,B.A. History,"SQL, Market Research, JIRA, Product Strategy, Data Analytics, Team Leadership",Associate Product Manager
CAND-221,12 Years,B.Eng Industrial Engineering,"Python, Roadmapping, Artificial Intelligence, Product Design, A/B Testing, Salesforce, Collaboration, Scrum",Group Product Manager
